OBJECTID,advisorySpeed,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB,lat,lng
614152,,0,0,0,1,0,South,2019/2020,SHENANDOAH HIGHWAY,RUFFE CREEK BR,,Minor Crash,Yes,2020,0,North,0,0,0,Hill Road,0,,0,,0,Twilight,1,0,0,2,0,0,0,0,0,,0,0,Tasman Region,Nil,2-way,Sealed,0,0,0,0,80,0,None,0,0,,Tasman District,Unknown,0,0,0,2,0,0,Open,0,0,0,Fine,Null,-41.9790010834306,172.203931493536
614232,,0,0,0,1,1,East,2018/2019,031-0047,AOTEA ROAD,,Minor Crash,Yes,2019,0,West,1,0,0,Hill Road,0,,0,,0,Dark,1,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Ōtorohanga District,Unknown,0,0,0,0,0,0,Open,0,0,0,Heavy rain,Null,-38.0417118104874,174.841798266369
614312,,0,,0,1,,Null,2018/2019,01N-1075/00.13-I,TORY STREET,,Non-Injury Crash,Yes,2019,,East,,0,,Flat,,,,,,Unknown,0,0,0,2,,,0,,,,,,Wellington Region,Nil,1-way,Sealed,,0,0,,50,,Off,1,0,,Wellington City,Unknown,,,,,0,0,Urban,0,,,Null,Null,-41.2959188496276,174.778518781114
614392,,0,0,0,2,0,Null,2018/2019,MAYFIELD AVENUE,STRATHEARN AVENUE,,Non-Injury Crash,No,2019,0,West,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,1,,0,0,Otago Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Dunedin City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-45.8564131637171,170.483556199587
614472,,0,,0,1,,South,2019/2020,LEWIS RD (KARAKA),MUIR ROAD,,Non-Injury Crash,No,2019,,North,,0,,Hill Road,,,,,,Dark,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,Auckland,Unknown,,,,,0,0,Open,0,,,Light rain,Strong wind,-37.1155551515784,174.888175416393
614552,,0,0,0,1,0,North,2019/2020,007-0016,MCRAES ROAD,,Minor Crash,Yes,2019,0,South,0,0,1,Hill Road,0,Christmas New Year,0,,0,Dark,1,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Hurunui District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-42.9376225090155,172.708610864864
614632,45,0,0,0,1,0,West,2019/2020,PIHA ROAD,LONE KAURI ROAD,,Non-Injury Crash,No,2019,0,East,0,0,0,Hill Road,1,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,70,0,None,0,0,,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Mist or Fog,Null,-36.9689540722885,174.507378617327
614712,,0,0,0,1,0,West,2018/2019,TI RAKAU DRIVE,TE KOHA ROAD,,Non-Injury Crash,No,2018,0,West,0,0,0,Hill Road,0,,0,,0,Overcast,0,0,0,7,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,60,0,Null,0,0,,Auckland,Unknown,0,0,0,0,0,0,Urban,1,0,0,Fine,Null,-36.9295794182847,174.907544404041
614792,,0,0,0,1,0,North,2018/2019,COBHAM DRIVE ,NORMANDY AVENUE,,Non-Injury Crash,No,2018,0,North,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,80,0,Off,0,0,,Hamilton City,Nil,0,0,0,1,0,0,Open,0,0,0,Fine,Null,-37.803951036841,175.28831982587
614872,,0,0,0,2,0,North,2019/2020,NORTHERN MOTORWAY,OTEHA VALLEY ROAD ON RAMP,,Minor Crash,Yes,2020,0,South,0,0,0,Flat,1,,0,,0,Bright sun,1,0,0,3,0,0,0,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,0,0,100,0,Off,0,0,,Auckland,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-36.72151112623,174.713974726935
614952,,0,0,0,1,0,Null,2018/2019,RALEIGH STREET,RALEIGH PLACE,,Non-Injury Crash,No,2018,0,South,0,0,1,Flat,0,,0,,0,Overcast,0,0,0,2,0,0,0,0,0,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,Hastings District,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-39.6185876742821,176.779858945732
615032,,0,,0,2,,Null,2018/2019,STRAVEN ROAD,KILMARNOCK STREET,,Minor Crash,No,2018,,North,,0,,Flat,,,,,,Overcast,1,0,0,3,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Christchurch City,Traffic Signals,,,,,0,0,Urban,0,,,Light rain,Null,-43.5272806295769,172.602158487678
615112,,0,0,0,2,0,South,2018/2019,SH 1,MEMORIAL AVENUE ON RAMP,,Non-Injury Crash,Yes,2019,0,Null,0,0,0,Flat,1,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Bridge,1-way,Sealed,0,0,0,0,80,0,On,0,0,,Christchurch City,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-43.491949698647,172.550349527427
615192,,0,,0,1,,North,2018/2019,01N-0414/09.02-D,TOP OF HARBOUR BRIDGE,,Non-Injury Crash,Yes,2019,,North,,0,,Hill Road,,,,,,Dark,0,0,0,8,,,0,,,,,,,Bridge,2-way,Sealed,,0,0,,80,,On,1,0,,,Unknown,,,,,0,0,Open,0,,,Heavy rain,Null,-36.8306054966661,174.74550580634
615272,,1,,0,0,,South,2019/2020,TENNYSON STREET,MARKHAM WAY,,Serious Crash,No,2019,,West,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,1,,,Canterbury Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,Selwyn District,Nil,,,,,0,0,Urban,1,,,Fine,Null,-43.5959472662191,172.383314103086
615352,,0,0,0,1,0,West,2019/2020,NELSON QUAY,BARRY STREET,,Non-Injury Crash,No,2019,0,North,0,0,0,Flat,1,,0,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,Napier City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-39.4806129780632,176.895741599145
615432,,0,0,0,2,0,North,2017/2018,FROBISHER WAY,GLENNIS PLACE,,Non-Injury Crash,No,2017,0,North,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-37.0265502991822,174.864593499631
615512,,0,,0,1,,Null,2018/2019,MAIN SOUTH ROAD,CURLETTS ROAD,,Non-Injury Crash,No,2019,,East,,0,,Flat,,,,,,Overcast,0,0,0,4,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Off,1,0,,Christchurch City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-43.5322911599754,172.567341484319
615592,,0,,0,0,,Null,2019/2020,SPRINGSTON ROLLESTON ROAD,SELWYN ROAD,,Serious Crash,No,2019,,North,,0,,Flat,,,,,,Overcast,1,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,2,,80,,Off,1,0,,Selwyn District,Stop,,,,,0,0,Open,1,,,Fine,Null,-43.6222399338702,172.405294272464
615672,,0,0,0,1,0,Null,2019/2020,FREDERICK STREET,NELSON STREET NORTH,,Non-Injury Crash,No,2019,0,North,0,0,0,Flat,0,,0,,1,Bright sun,0,0,0,2,0,0,0,0,0,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,Hastings District,Give way,0,0,0,0,1,0,Urban,0,0,0,Fine,Null,-39.631061644408,176.852834662747
615752,,0,,0,1,,Null,2018/2019,SUNNYBRAE ROAD,PORANA ROAD,,Minor Crash,No,2019,,South,,0,,Flat,,,,,,Overcast,1,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Traffic Signals,,,,,0,0,Urban,1,,,Fine,Null,-36.7843548928766,174.739017199284
615832,,0,0,0,2,0,North,2018/2019,01S-0667,PRYDE ROAD,,Non-Injury Crash,Yes,2018,0,South,1,0,0,Flat,0,,0,,0,Overcast,0,0,0,2,0,0,0,0,0,,0,0,Otago Region,Nil,2-way,Unsealed,0,0,0,0,100,0,None,0,0,50,Dunedin City,Unknown,0,0,0,1,0,0,Open,0,0,0,Fine,Null,-45.6833848326417,170.573366343637
615912,,0,0,0,1,0,North,2019/2020,PYES PA ROAD,WHATAROA ROAD,,Non-Injury Crash,Yes,2019,1,North,0,0,0,Hill Road,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Western Bay of Plenty District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-37.9448890681039,176.152084351191
615992,,0,0,0,2,0,East,2019/2020,INNES ROAD,PAPANUI ROAD,,Non-Injury Crash,No,2019,0,West,0,0,0,Flat,0,Labour Weekend,0,,0,Bright sun,0,0,0,2,0,0,0,0,1,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,Christchurch City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-43.5085801280962,172.620460042958
616072,,0,0,0,1,0,East,2019/2020,026-0035,LOVEGROVE ROAD,,Minor Crash,Yes,2020,0,East,0,0,0,Flat,1,,0,,0,Bright sun,1,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Matamata-Piako District,Unknown,0,0,0,0,1,0,Open,0,0,0,Fine,Null,-37.5557775361708,175.699688975775
616152,,0,,0,1,,West,2016/2017,TARAWERA ROAD,CUMING ROAD,,Non-Injury Crash,No,2017,,West,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Unsealed,,0,0,,100,,None,0,0,,Whakatane District,Unknown,,,,,0,0,Open,0,,,Fine,Null,-38.126186704643,176.652366791421
616232,,0,0,0,1,0,South,2019/2020,SOUTH-WESTERN MOTORWAY,RIMU OBR,,Non-Injury Crash,Yes,2019,0,North,0,0,0,Flat,0,,0,,0,Dark,0,0,0,3,0,0,0,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,0,0,100,0,On,0,0,,Auckland,Nil,0,0,0,1,0,1,Open,0,0,0,Fine,Null,-36.9425013064518,174.791405376661
616312,,0,,0,0,,Null,2018/2019,THE COASTAL HIGHWAY,WHARF ROAD,,Non-Injury Crash,Yes,2019,,North,,0,,Flat,,,,,,Dark,0,0,0,2,,,0,,,,,,Tasman Region,Nil,2-way,Sealed,,0,0,,50,,On,1,0,,Tasman District,Give way,,,,,0,0,Urban,1,,,Fine,Null,-41.1333808886129,173.009872436663
616392,,2,,0,1,,South,2019/2020,ONEPU RD,RONGOTAI ROAD,,Serious Crash,No,2019,,North,,0,,Flat,,,,,,Bright sun,1,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,1,,Wellington City,Nil,,,,,0,0,Urban,0,,,Fine,Null,-41.3186293520031,174.796136178124
616472,,0,,0,1,,West,2018/2019,002-0962/12.86-D,HOROKIWI ROAD,,Non-Injury Crash,Yes,2019,,East,,0,,Flat,,,,,,Dark,0,0,0,2,,,0,,,,,,Wellington Region,Nil,1-way,Sealed,,0,0,,100,,On,1,0,,Wellington City,Unknown,,,,,0,0,Open,0,,,Fine,Null,-41.2274513233915,174.847930908367
616552,,0,0,0,1,0,North,2020/2021,SOUTHERN MOTORWAY,TRENWITH OBR,,Minor Crash,Yes,2020,0,South,0,0,0,Flat,1,,0,,0,Bright sun,1,0,0,4,0,0,0,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,0,0,100,0,Off,0,0,,Auckland,Unknown,0,0,0,0,2,0,Open,0,0,0,Fine,Null,-36.9423604222788,174.85433034796
616632,,0,,0,0,,South,2020/2021,TEKAPO-TWIZEL ROAD,LAKE PUKAKI SPILLWAY,,Non-Injury Crash,Yes,2020,,South,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,Mackenzie District,Nil,,,,,1,0,Open,0,,,Light rain,Strong wind,-44.1886232499517,170.147879696077
616712,,0,0,0,0,0,East,2020/2021,MARINE PARADE,PAUL STREET,,Non-Injury Crash,No,2020,0,Null,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,1,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,1,0,,Wairoa District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-39.0330801704421,177.419182251585
616792,,0,,0,3,,South,2020/2021,NGONGOTAHA ROAD,HENDERSON ROAD,,Non-Injury Crash,Yes,2020,,South,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,80,,Off,0,0,,Rotorua District,Nil,,,,,0,0,Open,1,,,Fine,Null,-38.0946323485234,176.217469986166
616872,,0,,0,1,,Null,2020/2021,MOA STREET,RATA STREET,,Non-Injury Crash,No,2020,,North,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Taranaki Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,New Plymouth District,Give way,,,,,1,0,Urban,0,,,Fine,Null,-39.1561358907251,174.208122585858
616952,,0,,0,1,,Null,2019/2020,ROSCOMMON ROAD,SHARLAND AVENUE,,Minor Crash,No,2019,,South,,0,,Flat,,,,,,Bright sun,2,0,0,1,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,60,,Off,1,0,,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null,-37.029330943587,174.867869439545
617032,,0,0,0,0,0,West,2019/2020,002-0516,OHUIA ROAD,,Minor Crash,Yes,2019,0,North,1,0,0,Flat,0,,0,,0,Bright sun,1,0,1,2,0,0,0,0,0,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Wairoa District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-39.0267170563713,177.481358265208
617112,,1,,0,1,,Null,2019/2020,SHERBORNE STREET,EDGEWARE ROAD,,Minor Crash,No,2020,,South,,0,,Flat,,,,,,Bright sun,1,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Christchurch City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-43.513441727454,172.638068827792
617192,,1,,0,1,,North,2020/2021,SALISBURY ROAD,D'ARCY STREET,,Non-Injury Crash,No,2020,,South,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Tasman Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Tasman District,Nil,,,,,0,0,Urban,0,,,Fine,Null,-41.3382003668254,173.194976704467
617272,,0,0,0,1,0,East,2020/2021,RANSOM SMYTH DRIVE,PALMETTO PLACE,,Non-Injury Crash,No,2020,0,South,0,0,0,Hill Road,0,,0,,1,Dark,0,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null,-36.9930522065849,174.898400770219
617352,,0,0,0,1,0,West,2020/2021,MANSEL AVENUE,FENWICK CRESCENT,,Non-Injury Crash,No,2020,0,South,0,0,0,Flat,0,,0,,0,Overcast,0,0,0,2,0,0,0,0,1,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,1,0,,Hamilton City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-37.799762999067,175.32157299978
617432,,0,,0,2,,Null,2019/2020,ILAM ROAD,CREYKE ROAD,,Non-Injury Crash,No,2020,,South,,0,,Flat,,,,,,Twilight,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Christchurch City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-43.5197246545208,172.579045752582
617512,,0,0,0,2,0,Null,2019/2020,THAMES STREET,WAVERLEY AVENUE,,Non-Injury Crash,Yes,2019,0,West,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Matamata-Piako District,Give way,0,1,0,0,0,0,Urban,0,0,0,Fine,Null,-37.6544681381866,175.535297473548
617592,,0,0,0,1,0,North,2020/2021,GREEN LANE EAST,ASCOT AVENUE,,Non-Injury Crash,No,2020,0,East,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Auckland,Nil,1,0,0,0,0,0,Urban,0,0,0,Fine,Null,-36.886108910661,174.8018755984
617672,,0,,0,1,,South,2019/2020,SOUTHERN MOTORWAY,BAIRDS OBR,,Non-Injury Crash,Yes,2019,,South,,0,,Flat,,,,,,Bright sun,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Off,0,0,,Auckland,Nil,,,,,1,0,Open,0,,,Fine,Null,-36.9597035185895,174.863011743238
617752,,0,0,0,2,0,North,2019/2020,TRIPOLI ROAD,TE KOA ROAD,,Minor Crash,No,2020,0,South,0,0,0,Flat,0,,0,,0,Twilight,1,0,0,2,0,0,0,0,1,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,None,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-36.9001363546069,174.858187438177
617832,,0,,0,2,,Null,2020/2021,GLOVER ROAD,VICTORIA STREET,,Non-Injury Crash,No,2020,,East,,0,,Flat,,,,,,Dark,0,0,0,2,,,0,,,,,,Taranaki Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,South Taranaki District,Give way,,,,,0,0,Urban,0,,,Fine,Null,-39.5833091725179,174.284255981306
617912,,0,0,0,1,0,South,2019/2020,ARNWOOD STREET,BURBANK AVENUE,,Non-Injury Crash,No,2019,0,South,0,0,0,Null,0,,0,,0,Unknown,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-37.0220969990567,174.870130000509
617992,,0,,0,1,,South,2019/2020,PAKOWHAI ROAD,WILLIAMS STREET,,Non-Injury Crash,No,2020,,North,,0,,Flat,,,,,,Bright sun,0,0,0,1,,,0,,,,,,Hawke's Bay Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Hastings District,Nil,,,,,0,0,Urban,1,,,Fine,Null,-39.6201192043773,176.846278616825
618072,,0,,0,1,,East,2019/2020,MAKO MAKO ROAD,MABEL STREET,,Serious Crash,No,2020,,East,,0,,Flat,,,,,,Overcast,0,0,1,2,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,Horowhenua District,Unknown,,,,,0,0,Urban,0,,,Fine,Null,-40.6269606090609,175.274449694926
618152,,0,0,0,1,0,South,2020/2021,APORO ROAD,MARRIAGES ROAD,,Minor Crash,No,2021,0,South,1,0,0,Flat,0,,0,,0,Dark,1,0,0,2,0,0,0,0,0,,0,0,Tasman Region,Nil,2-way,Sealed,0,0,0,0,80,0,None,0,0,,Tasman District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-41.2099860685684,173.072441481175
618232,,0,,0,2,,Null,2019/2020,FENTON STREET,AMOHAU STREET,,Non-Injury Crash,No,2019,,North,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Rotorua District,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-38.1400341195745,176.253718709236
618312,,0,,0,1,,Null,2020/2021,BALLANCE STREET,WHITAKER STREET,,Minor Crash,No,2020,,North,,0,,Flat,,,,,,Overcast,1,0,0,2,,,0,,,,,,Gisborne Region,Nil,2-way,Sealed,,0,0,,50,,Off,1,0,,Gisborne District,Give way,,,,,0,0,Urban,0,,,Fine,Null,-38.6534882733685,178.02729762578
618392,,0,,0,0,,Null,2020/2021,MAIN ROAD,RIVERHEAD ROAD,,Non-Injury Crash,Yes,2021,,East,,0,,Flat,,,,,,Bright sun,0,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Give way,,,,,1,0,Urban,1,,,Fine,Null,-36.7775843423271,174.564048397712
618472,,0,0,0,0,0,Null,2020/2021,MOUNT WELLINGTON HIGHWAY,SYLVIA PARK ROAD,,Non-Injury Crash,No,2020,0,South,0,0,1,Flat,0,,0,,0,Dark,0,0,0,4,0,0,0,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,0,0,50,0,On,0,0,,Auckland,Traffic Signals,0,0,0,0,0,0,Urban,1,0,0,Heavy rain,Strong wind,-36.9211196732667,174.840642383426
618552,,0,,0,1,,South,2020/2021,SOUTHERN MOTORWAY,PRINCES ST-OTAHUHU OFF RAMP,,Non-Injury Crash,Yes,2020,,North,,0,,Flat,,,,,,Overcast,0,0,0,4,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Off,0,0,,Auckland,Nil,,,,,0,0,Open,0,,,Light rain,Null,-36.9433555530365,174.854390812299
618632,,0,,0,0,,West,2019/2020,SOUTH-EASTERN HIGHWAY,SOUTH-EASTERN HWY OFF RAMP,,Non-Injury Crash,No,2019,,East,,0,,Null,,,,,,Unknown,0,0,0,2,,,0,,,,,,Auckland Region,Motorway ramp,2-way,Sealed,,0,0,,80,,Null,0,0,,Auckland,Nil,,,,,0,1,Open,1,,,Null,Null,-36.9157979722132,174.838325648098
618712,,0,,0,2,,Null,2019/2020,ELIOT STREET,LEACH STREET,,Non-Injury Crash,Yes,2020,,South,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Taranaki Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,New Plymouth District,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-39.0568010427315,174.083549867391
618792,,0,,0,2,,South,2020/2021,TARANAKI STREET,GHUZNEE STREET,,Minor Crash,No,2020,,North,,0,,Flat,,,,,,Dark,1,0,0,4,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Wellington City,Nil,,,,,0,0,Urban,0,,,Fine,Null,-41.294349995097,174.777775273927
618872,,0,0,0,1,0,Null,2019/2020,POIKE ROAD,GREENSTONE WAY,,Non-Injury Crash,No,2020,0,East,0,0,0,Flat,0,,0,,1,Dark,0,0,0,2,0,0,0,0,1,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Tauranga City,Nil,0,0,0,0,0,0,Urban,1,0,0,Heavy rain,Null,-37.7377049993575,176.156214999876
618952,,0,,0,2,,Null,2020/2021,MARKET STREET SOUTH,LYNDON ROAD WEST,,Non-Injury Crash,No,2020,,North,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Hawke's Bay Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Hastings District,Give way,,,,,0,0,Urban,0,,,Fine,Null,-39.6425046497457,176.840187337722
619032,,0,0,0,0,1,North,2019/2020,TOWNSHEND PLACE,TOWNSHEND STREET,,Non-Injury Crash,No,2020,0,North,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Hastings District,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null,-39.6350895609013,176.830753074231
619112,,0,0,0,1,0,West,2019/2020,KITCHENER ROAD,RON WYATT LANE,,Non-Injury Crash,No,2020,0,West,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null,-37.2464370051306,174.737274882283
619192,,0,,0,2,,Null,2020/2021,MANSE STREET,SCHOOL LANE,,Minor Crash,No,2021,,North,,0,,Flat,,,,,,Bright sun,1,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Whangarei District,Stop,,,,,0,0,Urban,0,,,Fine,Null,-35.714137298281,174.318200209787
619272,55,0,0,0,0,1,West,2020/2021,THREE MILE HILL ROAD,MIDDLE,,Serious Crash,No,2020,0,South,0,0,0,Hill Road,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,0,Otago Region,Nil,2-way,Sealed,0,0,1,0,80,0,None,1,0,,Dunedin City,Nil,0,0,0,1,0,0,Open,0,0,0,Fine,Frost,-45.8477296577078,170.421746293532
619352,,0,0,0,1,0,South,2020/2021,TE PUNA ROAD,TE PUNA STATION ROAD,,Non-Injury Crash,No,2020,0,North,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,80,0,None,0,0,,Western Bay of Plenty District,Nil,0,0,0,1,0,0,Open,0,0,0,Light rain,Null,-37.6828474822492,176.075748625785
619432,,0,0,0,2,0,Null,2020/2021,SH 2,WAIROA ROAD,,Minor Crash,Yes,2020,0,West,0,0,0,Flat,0,,0,,0,Bright sun,1,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,100,0,Off,0,0,,Western Bay of Plenty District,Stop,0,2,0,0,0,0,Open,0,0,0,Fine,Null,-37.6994580726639,176.093399891583
619512,,0,0,0,2,0,South,2020/2021,FERNDOWN AVENUE,CARINGBAH DRIVE,,Non-Injury Crash,No,2020,0,South,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,2,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null,-36.9823238138013,174.837074877108
