OBJECTID,advisorySpeed,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB,lat,lng
608552,,0,0,0,1,0,West,2017/2018,JACKSON ST,BAY ST,,Non-Injury Crash,No,2018,0,East,0,0,0,Flat,0,,0,,0,Overcast,0,0,0,3,0,0,0,0,1,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,Lower Hutt City,Unknown,0,0,0,0,0,0,Urban,1,0,0,Null,Null,-41.2252292609959,174.878255799121
608632,,1,,0,1,,West,2018/2019,GREAT NORTH ROAD,BEACONSFIELD ST,,Serious Crash,No,2018,,West,,0,,Hill Road,,Labour Weekend,,,,Bright sun,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.865105005696,174.745326599552
608712,,0,,0,1,,South,2017/2018,HOBSONVILLE OFF NBD,FRED TAYLOR DRIVE,,Non-Injury Crash,Yes,2018,,South,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Auckland Region,Motorway ramp,1-way,Sealed,,0,0,,100,,Null,0,0,,Auckland,Unknown,,,,,1,0,Open,0,,,Fine,Null,-36.8201974163252,174.614748697981
608792,,0,,0,2,,East,2018/2019,025-0000,CANAL EAST ROAD,,Non-Injury Crash,Yes,2018,,East,,0,,Flat,,Christmas New Year,,,,Overcast,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,70,,None,0,0,,Hauraki District,Nil,,,,,0,0,Urban,0,,,Fine,Null,-37.2352256993713,175.394760099464
608872,,0,0,0,0,1,West,2018/2019,TIM ROAD,WAINUI SOUTH ROAD,,Minor Crash,No,2019,0,East,0,0,0,Hill Road,0,,0,,0,Bright sun,1,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Western Bay of Plenty District,Unknown,0,0,0,0,0,0,Open,1,0,0,Fine,Null,-37.7004510319225,175.95417980963
608952,,0,,0,1,,Null,2018/2019,GREAT NORTH ROAD OFF RAMP,NORTH-WESTERN MOTORWAY,,Non-Injury Crash,No,2019,,West,,0,,Hill Road,,,,,,Overcast,0,0,1,1,,,0,,,,,,Auckland Region,Motorway ramp,1-way,Sealed,,0,0,,80,,Off,0,0,,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null,-36.8709165758826,174.713456581119
609032,,0,,0,1,,Null,2018/2019,BLOCKHOUSE BAY ROAD,DONOVAN STREET,,Minor Crash,No,2019,,East,,0,,Hill Road,,,,,,Twilight,2,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.9224540755998,174.701346116838
609112,,0,0,0,2,0,West,2017/2018,DILWORTH ST,ROTHERHAM ST,,Non-Injury Crash,No,2018,0,West,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,1,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Christchurch City,Stop,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-43.5318940708515,172.600491548309
609192,,0,,0,1,,East,2018/2019,CRAWSHAW DRIVE,AILEEN PLACE,,Minor Crash,No,2018,,West,,0,,Flat,,Labour Weekend,,,,Dark,1,0,0,2,,,0,,,1,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Hamilton City,Unknown,,,,,0,0,Urban,0,,,Fine,Frost,-37.7729604997983,175.233887049935
609272,,0,0,0,0,0,North,2017/2018,HOBSON ST,LEMON ST,,Non-Injury Crash,No,2018,0,North,0,0,0,Hill Road,0,,0,,0,Overcast,0,0,0,2,0,0,0,0,1,,0,0,Taranaki Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,New Plymouth District,Unknown,0,0,0,0,0,0,Urban,2,0,0,Fine,Strong wind,-39.0562360680262,174.087614170153
609352,,0,0,0,2,0,East,2017/2018,NEVILLE ST,WARKWORTH ST,,Non-Injury Crash,No,2018,0,East,0,0,0,Hill Road,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-36.3980230584226,174.66561239887
609432,,0,,0,1,,East,2018/2019,REMUERA ROAD,UPLAND ROAD,,Non-Injury Crash,No,2019,,East,,0,,Flat,,,,,,Bright sun,0,0,1,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null,-36.8802705380695,174.812179903546
609512,,0,,0,2,,South,2017/2018,PAPANUI ROAD,BLIGHS ROAD,,Non-Injury Crash,No,2018,,North,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Christchurch City,Nil,,,,,0,0,Urban,0,,,Fine,Null,-43.5005778873444,172.611125632935
609592,,0,0,0,1,1,North,2018/2019,MARINE PARADE NORTH,OCEAN BEACH ST,,Non-Injury Crash,No,2018,0,East,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Nil,1-way,Unsealed,0,0,0,0,30,0,None,0,0,,Horowhenua District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-40.4572224685357,175.217474843393
609672,,0,,0,0,,North,2018/2019,GREAT SOUTH RD (PAPAKURA),MANSE ROAD,,Serious Crash,No,2019,,North,,0,,Flat,,,,,,Dark,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,Auckland,Unknown,,,,,0,1,Urban,0,,,Fine,Null,-37.0702209462106,174.943237304615
609752,,0,0,0,1,0,Null,2017/2018,BOTANY ROAD,UNION ROAD,,Non-Injury Crash,No,2018,0,South,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,1,0,,Auckland,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-36.9016057166706,174.91854174352
609832,,0,,0,2,,Null,2018/2019,FARADAY STREET,CARLYLE STREET,,Non-Injury Crash,No,2019,,North,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Hawke's Bay Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Napier City,Stop,,,,,0,0,Urban,0,,,Fine,Null,-39.4935015748815,176.905813870711
609912,,0,,0,2,,Null,2017/2018,THOMAS CRESCENT,GORDON ROAD,,Non-Injury Crash,No,2018,,South,,0,,Hill Road,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Rotorua District,Stop,,,,,0,0,Urban,0,,,Fine,Null,-38.1275502463721,176.210822504261
609992,,0,,0,1,,East,2018/2019,KERIKERI INLET ROAD,REINGA ROAD,,Non-Injury Crash,No,2019,,East,,0,,Hill Road,,,,,,Overcast,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,Far North District,Unknown,,,,,0,0,Open,0,,,Light rain,Null,-35.21883972489,173.995163394767
610072,,0,,0,0,,East,2019/2020,MALFROY ROAD WEST,WHITWORTH ROAD,,Minor Crash,No,2019,,West,,0,,Flat,,,,,,Overcast,1,0,0,2,,,0,,,1,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Rotorua District,Unknown,,,,,0,0,Urban,1,,,Fine,Null,-38.1457672106616,176.232131957635
610152,,0,0,0,1,1,East,2018/2019,HUTT RD,ONSLOW ROAD,,Non-Injury Crash,No,2019,0,East,0,0,0,Flat,1,,0,,0,Bright sun,0,0,0,5,0,0,0,0,0,,0,1,Wellington Region,Nil,2-way,Sealed,0,0,0,0,60,0,Off,0,0,,Wellington City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-41.2541590733254,174.801015186262
610232,,0,0,0,0,0,North,2018/2019,MOUATT ST,CAREY ST,,Non-Injury Crash,No,2018,0,North,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,1,Taranaki Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,New Plymouth District,Unknown,0,0,0,0,0,0,Urban,2,0,0,Fine,Null,-38.9940541556986,174.239139468331
610312,,0,0,0,2,0,North,2017/2018,ASTROLABE STREET,D'URVILLE STREET,,Non-Injury Crash,No,2018,0,South,0,0,0,Hill Road,0,,0,,0,Dark,0,0,0,2,0,0,0,0,1,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Porirua City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-41.1389727256357,174.870909698149
610392,,0,0,0,1,0,East,2017/2018,CUNLIFFE ST,ATAMIRA CLOSE,,Non-Injury Crash,No,2018,0,East,0,0,1,Flat,0,Easter,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Wellington City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-41.2134627992118,174.802871699798
610472,,0,0,0,0,0,West,2017/2018,SH 2,HERBERTS BR,,Non-Injury Crash,Yes,2018,0,East,0,0,1,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Tararua District,Unknown,0,0,0,0,0,0,Open,1,0,0,Fine,Null,-40.2823956030188,175.983188571669
610552,,0,,0,2,,Null,2018/2019,CHILDERS ROAD,PEEL ST,,Non-Injury Crash,No,2018,,North,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Gisborne Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Gisborne District,Stop,,,,,0,0,Urban,0,,,Fine,Null,-38.6674342745344,178.024725722602
610632,65,0,,0,0,,South,2018/2019,01S-0247,GRETA RIV CV,,Non-Injury Crash,Yes,2019,,North,,0,,Hill Road,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,Hurunui District,Unknown,,,,,0,0,Open,1,,,Fine,Null,-42.9228779931863,173.092325456185
610712,,0,0,0,1,0,East,2017/2018,SH 30,SH 2,,Non-Injury Crash,Yes,2018,0,West,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,3,0,0,0,0,0,,0,1,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,70,0,Null,0,0,,Whakatane District,Unknown,1,1,0,0,0,0,Urban,0,0,0,Fine,Null,-37.9975627818483,176.886494490842
610792,,0,0,0,1,0,East,2017/2018,SYLVIA PARK ROAD,GREAT SOUTH ROAD,,Non-Injury Crash,No,2017,0,West,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Auckland,Unknown,0,0,0,1,0,0,Urban,0,0,0,Fine,Null,-36.9246191608783,174.833933922892
610872,65,0,0,0,1,0,South,2017/2018,SH 1N,HAUTAPU ROAD,,Non-Injury Crash,Yes,2018,0,West,0,0,0,Hill Road,0,,0,,0,Overcast,0,0,0,3,0,0,0,0,0,,0,0,Northland Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,60,Far North District,Unknown,0,0,0,1,0,0,Open,0,0,0,Heavy rain,Strong wind,-35.3903589658851,173.999122380574
610952,,0,0,0,1,0,North,2017/2018,SH 2,HUTT ON NBD,,Non-Injury Crash,Yes,2018,0,North,0,0,0,Flat,1,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Wellington Region,Nil,1-way,Sealed,0,0,0,0,100,0,On,0,0,,Wellington City,Unknown,0,0,0,0,1,0,Open,0,0,0,Fine,Null,-41.2396428151766,174.826641139718
611032,,0,,0,1,,Null,2017/2018,SUNNYBRAE ROAD,PORANA ROAD,,Non-Injury Crash,No,2017,,South,,0,,Flat,,,,,,Bright sun,0,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,Auckland,Traffic Signals,,,,,0,0,Urban,1,,,Fine,Null,-36.7843899456382,174.739112373574
611112,,0,,0,1,,South,2017/2018,MCSHANE ROAD,LOWER QUEEN ST,,Serious Crash,No,2018,,North,,0,,Flat,,,,,,Bright sun,0,0,1,2,,,0,,,,,,Tasman Region,Nil,2-way,Sealed,,0,1,,100,,Null,0,0,,Tasman District,Nil,,,,,0,0,Open,0,,,Fine,Null,-41.3291011775422,173.167551299909
611192,55,0,,0,1,,South,2017/2018,SH 6,ROCKY ROAD,,Minor Crash,Yes,2018,,South,,0,,Hill Road,,,,,,Overcast,1,0,1,2,,,0,,,,,,Nelson Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,50,Nelson City,Unknown,,,,,0,0,Open,0,,,Light rain,Null,-41.2269562335133,173.430043306068
611272,,0,,0,2,,Null,2017/2018,ALFRISTON ROAD,CLAUDE ROAD,,Non-Injury Crash,No,2017,,East,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null,-37.0216311877533,174.90410025435
611352,,0,,0,1,,South,2017/2018,SH 2,HAYWARDS OFF NBD,,Non-Injury Crash,Yes,2017,,North,,0,,Flat,,,,,,Dark,0,0,0,2,,,0,,,,,,Wellington Region,Nil,1-way,Sealed,,0,0,,100,,On,1,0,,Lower Hutt City,Unknown,,,,,0,0,Open,0,,,Fine,Null,-41.1641160833504,174.966128835182
611432,,0,0,0,1,0,North,2017/2018,SH 29,HINUERA ROAD,,Non-Injury Crash,Yes,2017,0,East,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,1,Waikato Region,Nil,2-way,Sealed,0,0,0,0,70,0,On,0,0,,Matamata-Piako District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-37.8805122153691,175.756878495462
611512,,0,0,0,1,0,South,2017/2018,SH 20,MAIORO ON SBD,,Minor Crash,Yes,2018,0,South,0,0,0,Flat,1,,0,,0,Dark,1,0,0,3,0,0,0,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,0,0,80,0,On,0,0,,Auckland,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-36.9083485135851,174.731978369041
611592,,0,0,0,1,0,South,2017/2018,VERBENA ROAD,VANDELEUR AVENUE,,Non-Injury Crash,No,2018,0,South,0,0,0,Hill Road,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null,-36.7954318074163,174.708630859405
611672,,0,,0,2,,South,2017/2018,ACCESSWAY,ROBERTS ST,,Non-Injury Crash,No,2018,,North,,0,,Flat,,,,,,Dark,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Lower Hutt City,Unknown,,,,,0,0,Urban,0,,,Fine,Null,-41.2017312291061,174.933098837107
611752,,0,,0,1,,Null,2017/2018,NESS ST,SCANDRETT ST,,Non-Injury Crash,No,2018,,North,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Southland Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,Invercargill City,Give way,,,,,0,0,Urban,0,,,Fine,Null,-46.4298716168352,168.36005463338
611832,,0,,0,2,,South,2017/2018,SH 1N,OTARA ON SBD,,Non-Injury Crash,Yes,2018,,South,,0,,Flat,,,,,,Overcast,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Null,0,0,,Auckland,Unknown,,,,,0,0,Open,0,,,Fine,Null,-36.9687760472648,174.8742514697
611912,,0,,0,1,,Null,2019/2020,GRAHAMS ROAD,WAIMAIRI ROAD,,Minor Crash,No,2019,,North,,0,,Flat,,,,,,Bright sun,1,0,0,2,,,0,,,1,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Christchurch City,Give way,,,,,0,0,Urban,0,,,Fine,Null,-43.5090201502643,172.568021604605
611992,,0,,0,1,,Null,2018/2019,KAMO ROAD,NIXON STREET,,Minor Crash,No,2019,,South,,0,,Flat,,,,,,Dark,2,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,50,,On,1,0,,Whangarei District,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-35.7083154330845,174.321639125166
612072,,1,,0,1,,Null,2019/2020,GREAT SOUTH ROAD,COLES CRESCENT,,Minor Crash,No,2019,,North,,0,,Hill Road,,,,,,Bright sun,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null,-37.0578736929779,174.939849807656
612152,,0,,0,2,,Null,2018/2019,MUNGAVIN AVENUE,PORIRUA-TITAHI BAY OFF RAMP,,Non-Injury Crash,No,2019,,West,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Wellington Region,Bridge,1-way,Sealed,,0,0,,50,,Off,0,0,,Porirua City,Give way,,,,,1,0,Urban,0,,,Fine,Null,-41.1385505692615,174.844588984796
612232,,0,,0,1,,South,2018/2019,QUEEN CHARLOTTE DRIVE,WEDGE POINT,,Non-Injury Crash,No,2018,,South,,0,,Hill Road,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Marlborough Region,Nil,2-way,Sealed,,0,0,,50,,None,0,0,,Marlborough District,Unknown,,,,,0,0,Urban,1,,,Fine,Null,-41.2667312993013,173.997787499671
612312,,0,0,0,1,1,North,2018/2019,006-0065,BROWN BR,,Non-Injury Crash,Yes,2019,0,South,0,0,0,Hill Road,0,,0,,0,Bright sun,0,0,0,2,0,1,0,0,0,,0,0,Marlborough Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Marlborough District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-41.2006602510092,173.561784807928
612392,,0,0,0,0,0,North,2019/2020,01S-0195,LEADER ROAD EAST,,Non-Injury Crash,Yes,2019,0,North,0,0,0,Flat,1,,0,,0,Overcast,0,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Bridge,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Hurunui District,Nil,0,0,0,0,0,0,Open,1,0,0,Fine,Frost,-42.6879421672859,173.303210770615
612472,,0,0,0,1,1,North,2019/2020,WAINUIOMATA HILL RD NORTHBOUND,PURIRI STREET,,Serious Crash,No,2019,0,North,0,0,0,Hill Road,0,,0,,0,Bright sun,0,0,0,4,0,0,0,0,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,1,0,80,0,Off,0,0,,Lower Hutt City,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-41.2507994058697,174.923473626005
612552,,0,,0,0,,Null,2019/2020,TITIRANGI ROAD,GODLEY ROAD,,Minor Crash,No,2019,,South,,0,,Flat,,,,,,Overcast,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,None,0,0,,Auckland,Give way,,,,,0,0,Urban,2,,,Light rain,Null,-36.9332191386736,174.659537645412
612632,,0,,0,2,,South,2018/2019,BOTANY RD,GOLFLAND DRIVE,,Non-Injury Crash,No,2019,,South,,0,,Flat,,,,,,Overcast,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,60,,Off,0,0,,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null,-36.921763358851,174.913032960784
612712,,0,0,0,1,0,South,2018/2019,01N-0319,BALDROCK ROAD,,Non-Injury Crash,Yes,2019,0,South,0,0,0,Hill Road,1,,0,,0,Dark,0,0,0,3,0,0,0,0,0,,0,0,Northland Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Kaipara District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-36.1291560528082,174.430810660085
612792,,0,,0,1,,East,2018/2019,LAYARD STREET,QUEENS DRIVE,,Minor Crash,No,2019,,East,,0,,Flat,,,,,,Overcast,2,0,0,2,,,0,,,2,,,Southland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Invercargill City,Unknown,,,,,0,0,Urban,0,,,Heavy rain,Null,-46.391146756222,168.362129554286
612872,,0,,0,2,,South,2018/2019,DALZIEL ROAD,THREE MILE HILL ROAD,,Non-Injury Crash,No,2019,,North,,0,,Hill Road,,,,,,Dark,0,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,50,,None,0,0,,Dunedin City,Unknown,,,,,0,0,Urban,0,,,Fine,Null,-45.8545986862651,170.454588075548
612952,,0,,0,0,,South,2018/2019,025-0042,OTUTURU CRESCENT,,Minor Crash,Yes,2019,,South,,0,,Flat,,,,,,Overcast,1,0,0,2,,,0,,,,,,Waikato Region,Bridge,2-way,Sealed,,0,0,,100,,None,0,0,,Thames-Coromandel District,Unknown,,,,,1,0,Open,1,,,Light rain,Null,-37.0129814138542,175.510223388341
613032,,0,,0,1,,Null,2019/2020,DOMINION ROAD,LANDSCAPE ROAD,,Non-Injury Crash,No,2019,,South,,0,,Hill Road,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,1,0,Urban,0,,,Fine,Null,-36.8961521752385,174.744502998316
613112,,0,,0,2,,East,2018/2019,016-0000/00.76-D,CARRINGTON OBR,,Non-Injury Crash,Yes,2019,,East,,0,,Flat,,,,,,Bright sun,0,0,0,5,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Off,0,1,,Auckland,Unknown,,,,,0,0,Open,0,,,Fine,Null,-36.8709382938546,174.712397839578
613192,,0,,0,1,,North,2018/2019,BANKWOOD ROAD,EMERALD PLACE,,Non-Injury Crash,No,2018,,South,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Hamilton City,Nil,,,,,0,1,Urban,0,,,Fine,Null,-37.7552413424272,175.275951418756
613272,45,0,,0,1,,East,2018/2019,AIRFIELD RD (ARDMORE) (SR),CORSAIR LANE,,Non-Injury Crash,No,2019,,East,,0,,Flat,,,,,,Dark,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,80,,None,0,0,,Auckland,Unknown,,,,,0,0,Open,0,,,Fine,Null,-37.0286561484981,174.963879079019
613352,,0,,0,1,,Null,2018/2019,SH 1,PORTLAND ROAD,,Non-Injury Crash,Yes,2019,,North,,0,,Flat,,,,,,Twilight,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,Whangarei District,Nil,,,,,0,0,Open,1,,,Fine,Null,-35.7897846578621,174.30258482475
613432,,0,0,0,2,0,North,2019/2020,KELVIN STREET,AVENAL STREET,,Serious Crash,No,2019,0,North,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,1,,0,0,Southland Region,Nil,2-way,Sealed,0,0,1,0,50,0,Off,0,0,,Invercargill City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Strong wind,-46.3983901648348,168.350980797849
613512,,0,,0,2,,Null,2018/2019,ARUNDEL STREET,ROGAN STREET,,Serious Crash,No,2019,,East,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null,-36.919133744984,174.745679556033
613592,,0,0,0,2,0,West,2018/2019,BAY ROAD,NORTH ROAD,,Non-Injury Crash,No,2019,0,West,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,1,,0,0,Southland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Invercargill City,Unknown,0,0,0,0,1,0,Urban,0,0,0,Light rain,Strong wind,-46.3891088885196,168.345815044275
613672,,1,,0,0,,West,2019/2020,PAPATOTARA COAST ROAD,DICKENS ROAD SOUTH,,Serious Crash,No,2020,,East,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Southland Region,Nil,2-way,Sealed,,0,1,,100,,None,0,0,,Southland District,Unknown,,,,,0,0,Open,1,,,Fine,Strong wind,-46.1694481131721,167.614963646859
613752,,0,,0,4,,South,2018/2019,PAPANUI RD,CHAPTER ST,,Non-Injury Crash,No,2019,,South,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Christchurch City,Unknown,,,,,0,0,Urban,0,,,Heavy rain,Null,-43.5066882613562,172.616747119794
613832,,0,0,0,1,0,Null,2019/2020,OFFROAD - ROADSIDE VERGE SOUTH STREET,,,Minor Crash,No,2020,0,West,0,0,0,Flat,0,,0,,0,Dark,1,0,0,,0,0,0,1,0,,0,0,Manawatū-Whanganui Region,Nil,Off road,Unsealed,0,0,0,0,50,0,On,0,0,,Ruapehu District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-38.881177211304,175.256438626633
613912,,0,,0,2,,Null,2019/2020,WATERLOO ROAD,CORNWALL STREET,,Minor Crash,No,2019,,West,,0,,Flat,,,,,,Bright sun,1,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Lower Hutt City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-41.2094536229272,174.909547790855
613992,55,0,0,0,1,0,South,2018/2019,PIONEER ROAD,OLD HILL ROAD,,Minor Crash,No,2019,0,South,0,0,0,Flat,0,,0,,0,Dark,1,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,1,None,0,0,,Matamata-Piako District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Strong wind,-37.4845679133279,175.496066222549
614072,,0,,0,2,,South,2017/2018,VOGEL STREET,TYNE ST,,Non-Injury Crash,No,2018,,Null,,0,,Null,,,,,,Unknown,0,0,0,2,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Null,,0,0,,50,,Null,0,0,,Palmerston North City,Nil,,,,,0,0,Urban,0,,,Null,Null,-40.3315789867715,175.630986789973
